reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOHHj7EZceqZZ9UKfv1Mah0OipAGC9loNQDy6puOvwmSGpyWUubrtBhADxXZbTFwPysNv6TTQeuRuzkr8A,RC Righter,https://play-lh.googleusercontent.com/a-/AOh14Ggoie8bLpEAnxd9yZlwo7hng6E-FEvpGt8Z-4IF,please fix it! Waze has been my go-to nav for many years. We could share our drive with real time ETAs. The nav is still great but months ago it broke. ETAs are no longer anywhere near accurate and you can't actually follow someone's drive. I keep hoping for a fix but updates come and go leaving some of the best features completely not-functional. Please return Waze to it's former glory and superiority.,3,2,4.47.0.3,2019-01-30 02:45:14,,
gp:AOqpTOHBv6ON6Iof0g7r2i_fUIZbjfcI1Phkfy4fwzZEChu8bGH1NNcFNkYvurNb9gfLfv0BzeCUPUHpF1SDkw,Jamie Stockdale,https://play-lh.googleusercontent.com/a-/AOh14Gh7FYlN6XDF1PB5Y4vPsE0O70W9XgyJ_FmwoowPS8o,"I really enjoy this app! I've moved from Google maps to this and I really like the more personal touch it has, with profiles and the ability to change your little waze icon~ I have a small issue and can't find a fix for it, though. It still keeps me as a baby wazer even though according to my dashboard in a web browser, I've driven more than 100 miles :< I wish there was a way to see miles driven in the app, too!",4,360,4.53.5.0,2019-08-09 12:08:38,,
gp:AOqpTOFz6nZKH-VJls9bAhnFbR_DyOBy9mnnl3XWI7erf07xKEGy46TrescJUfB_AmZSvC0235pZpAi0kHiLlw,Dawson Canfield,https://play-lh.googleusercontent.com/a/AATXAJzNZz99acXALydjyguHNQh_JdqSzLx8mv9-fpSX=mo,"This used to be a great navigation app. It seems to be having a major issue now. I use it when driving ride share, relying on it to get me from point to point quickly and safely. It has started freezing up several times a day and giving me trouble. It blacks out my screen, and won't let me shut it down. I have to restart my phone in order to get it to reset. It worked good when first installed, but now is more of a pain than a help. Phone is a Galaxy J7, new in April. It is mounted on a vent moun",3,41,4.54.0.3,2019-08-28 22:01:54,,
gp:AOqpTOF6mg1PNXSuwhqBgaytHRBjcBRKMtwleOON1n95NPWeWrSdVXGelWPRGbOk7qyQSnRqZY1VcCjfZE1Pbw,donald new jr.,https://play-lh.googleusercontent.com/a-/AOh14Gg6myAwvYksK8atVuEGT2KSwpMGeSj806lgGfVcIQ,"I always use this app for traveling. I mean I am a speedy person. So of course I want to know where's the coppers? Sometimes it isn't always accurate. 2019 I got a ticket for speeding in St Charles, La. The cop display didn't pop up on the app. However, this is about 95% accurate of what is on the road. To be honest this app is way better than Google gps in my opinion. The app appeared on my local news because of the police icon warns you to look out for them on the road.",4,0,4.49.0.3,2020-12-29 05:36:39,,
gp:AOqpTOFdQ1-NlebzpPdVaDNA3beQVT-KoEn4CyHZ_35XaSvQrr5jShGqkRkYip_u5FJrWi8CFJw2R5IkMuDHfw,Yvette Skinner,https://play-lh.googleusercontent.com/a-/AOh14GhzbOHGi88Mm7QHv-W4W0f-4SgTGGAywxT-zPSesA,"I was hoping to replace Google Maps with Waze but Waze has some significant limitations. With Google Maps I can download off-line maps for areas with poor cell signal. If I start my drive in an area with no cell signal Waze cannot work at all to find a route. At least with off-line Google Maps it will plot the best route (with no traffic data) and then will adjust the route when I return to an area with signal. Google Maps will warn me if the destination I've selected is closed - like a store's closing hours. Waze will direct me to a store regardless if it's still open or not. With Google Maps I can drop a pin and start driving navigation - it will find a route as close as possible to where I dropped the pin. With Waze, if I cannot give it a street address it cannot navigate.",3,0,4.65.0.2,2020-08-18 19:59:27,"Thanks for the feedback, Yvette. Please feel free to add your suggestions to our suggestion box: tinyurl.com/jo3484d All feedback added is considered and examined in regards to our product. Suggestions that are found relevant will be transferred to our product management team. For further assistance please contact us here: https://m.me/waze",2020-08-19 06:30:34
gp:AOqpTOHvNR1ZBxeWMG29u5YK4eTOdPN5JMCM-M23fnGf4O100cxELN0iR9D3EB5p9-4Bo54tZclL9VIrdjM9xA,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I didn't have the upgrade previously that said there were some issues. Overall Waze has helped me out a whole lot, exception being those moments of inaccuracy. So perhaps the upgrade with my knowledge of the roadways I will keep my passengers safe and happy to the best of my ability. HAPPY HOLIDAYS OR THE BEST OF THE HOLIDAY SEASON! THANK YOU!",5,188,4.46.0.2,2018-12-08 14:15:06,,
gp:AOqpTOEjdLbYDUnEzMCTN-5-FG_9sdsND0f4dfINPMC5Tx1vnvhkU7oSoSaQhDZS81OBDe13txwEwmSOf1DnOw,Fat Superman,https://play-lh.googleusercontent.com/a-/AOh14GhVnpgTJlm1cznHyQ7btEh_w6jXYbiTvlActoUnTA,"Worked well for a while. Now it loses GPS connectivity during every trip. I have to reset my phone GPS, takes it forever to finally re- connect, just to lose it again not 5 min later. I've updated, reset things. Basically have to restart my phone to get it to work right for an hour. This is an issue for someone like me that runs service driving from home to home throughout the city all day. Any help would be great",1,139,4.56.0.2,2019-10-23 18:27:56,,
gp:AOqpTOFpGSdgSijwhyj1Ow4YGUG-hB5QR6E3AiByeHsxD5wOTQchT6v01951_32r2RN_8VTNkWCsLMj8gNvE_Q,Dumbrava Sorin,https://play-lh.googleusercontent.com/a-/AOh14GjIueNjnTVbkaLQ89xPUWINx8J2-B1q7K7WLof7,"The ideea behind the app is great. The functionalities are great. Interface is great. But, when i turn on my GPS and the app says no GPS all the way home (just had a 30 minute drive with this message), then, all the great features are in vain. This is not a problem that i have, iPhone users, Samsung, Huawei have the same issues and this is causing people to look for alternatives. I need to get to where i nees to go, and i don't trust waze to help me with that lately.",1,58,4.63.0.2,2020-06-24 07:49:25,"Hi, Dumbrava! We’re sorry to hear that you're experiencing this issue. We'd like to investigate this further, could you please send us a private message on Facebook? Thanks. For further assistance please contact us here: https://m.me/waze",2020-06-24 20:24:28
gp:AOqpTOGQ-UU_KPYnphNyupQ-errBMWFE6b9cv7SKCNIGcjyijqKzLCpP8dYw9s0JJQ6Xf6ITj_O96pqYtlAAKg,Moxie Brown,https://play-lh.googleusercontent.com/a-/AOh14GhRTkZDkr2F2ABZKiORYuB7TM4WTj_UhX6ZlwQivA,"I enjoy this app so much, except for one aspect: every time I upgrade my phone and have to install the app and log in, it can never locate my account (I'm 100% sure I'm using the correct info) and makes me create a new one. This is the 3rd time, I've never once had my account activate on a new device correctly. Really, really annoying and makes a lot of the features useless.",2,189,4.64.1.0,2020-07-30 18:34:14,"Hi Moxie, thanks for the review! For quick account recovery for when you get a new phone, we recommend enabling Smart Lock backup (Android). For further assistance please contact us here: https://m.me/waze",2020-07-30 19:59:44
gp:AOqpTOGNszOcD7AEP0lrhx9vtJVCMxmuIazYKSocJ0I4hKFKPFHKraIoKxKg4TLkS2SBjCXdDTfoN4AY3ULWvA,ScardyGinge,https://play-lh.googleusercontent.com/a-/AOh14GiNwVZOaog-lHZdbIjEFkQQHMHF0odLFo9Z5demBQ,"A great app once. But, recent updates have made this app worse than google maps. Servers always time out, and usually that means the app can't get me any further than 10 miles away. Was a good run, but I'd rather use an app that'll get me where to go, and actually work. If it ever gets fixed, I'll make sure to use again. But until then, so long.",1,71,4.57.2.0,2019-12-18 15:01:18,,
gp:AOqpTOE5kx0MJdffMOwJZOPtMtlL1eaGFRl18GofuMJEYI0XPwii3Oeo1KIa9Y36Fv7TtzNHgnGdEjxxE9Pz6Q,Michael Slivensky,https://play-lh.googleusercontent.com/a/AATXAJzX3w7l-Z3xj3jvasoB02HlpSdnn0wnUUrqm83i=mo,"Great app, notifications are almost always spot on. Warned me of many slowdowns ahead of me and may have had accident without the app. Keeps you alert. If notification is no longer relevant you can dismiss it, and others will know also. Has a speed indicator, and other helpful features that most standalone GPS devices dont have.",5,0,4.43.1.1,2018-10-14 17:59:43,,
gp:AOqpTOGSK2f9V3UrX_ifLJBC7imxsLQBNzjVEHJFNI7yPsnsO9NnfpBBjKkjiT6KNeUwW61piOeK3PJ8IqW2rg,Haiman Sabri,https://play-lh.googleusercontent.com/a/AATXAJym2xtnxnx0x7kWxbDU8ymZoY29Ge2f4ro_u82P=mo,"Slow apps function, not easy to use...",1,0,4.73.0.3,2021-05-16 15:31:10,,
gp:AOqpTOGeiX5qgexJQGBVV_D2l4OtvFiaMrdQoCYYH-jOUFG1kQsVOplOEqQQOoGum7g4Cdzs_Z_QS-5EOIjwmA,Michael Marchetti,https://play-lh.googleusercontent.com/a/AATXAJwPr1s8mLyRB9SEqO-Se-7NEwBoGUBEm8gRJ35v=mo,"The app no longer allows me to know if an accident is on upper or lower level of bridge. And the yellow, orange and red colors that denote traffic ahead disappear when I try to swipe ahead to see how long that particular kind of traffic will last. When I re-center it reappears. And when there's actually heavy traffic ahead I sometimes see clear/no colors ahead and then I get slammed because Waze had it all clear then up pops the red. And now I'm stuck. Didn't use to do that. At a loss.",3,8,4.54.1.1,2019-10-21 21:06:47,,
gp:AOqpTOFFen9c_0TIE820lC1-KnjYN7bBoq10aUIMo7ZAR9WhL19dPhwm0rtMxDzXK_74fYguL2xgcZR1vUpXfQ,Lorna Allan,https://play-lh.googleusercontent.com/a-/AOh14GiyH3hJlUCt_xfooXwgQS-Lz3yP8r-9B6aRqAqr95w,"Waze is the best GPS/ navigation app there is. I have been using it for almost 2 years now & it has never been wrong. It tells you how long your journey will take & what time you'll arrive at your destination. It tells you the best time to leave too. I love that you can immediately report crashes, heavy traffic, bad weather & other hazards to let other 'wazers' know about them. It also lets you monitor your speed & alerts you to any upcoming speed cameras, heavy traffic, or other delays.",5,284,4.70.1.0,2021-01-19 23:39:04,,
gp:AOqpTOH6mxwNxiuzS9mg9h7yvyy2In_Dj2MfhV34FJjmHU-3OQOCjTw8TqBzqBYRSWp851D2MS85KtgAhX4R6A,Sarah Khalid,https://play-lh.googleusercontent.com/a-/AOh14Gj-X8d-ClQGm1H1C5FRbigkJDa9lodOUzq2zt8J,Never bring me to the right way. Google map much better.,1,0,4.73.0.3,2021-05-16 15:04:27,,
gp:AOqpTOFaORPzi2RmYjAinZw39hVXXQ0uxI-YQ3eaWa2a1BJtXEagz9XAD4bztqHUxZ0tql0Ae2bf218WZQbvzw,iskandar ibnHashim,https://play-lh.googleusercontent.com/a-/AOh14GgS2VwgwHN4tT0O7Jaz9bvH58mKwft3ZVQdvKYFYA,too big space usage. slow in detecting pinpoint location. doesn't work well in background will automatically restart journey.,3,0,4.72.0.0,2021-04-02 06:35:07,"Hi Iskandar, thanks for contacting us. We'd like to hear more about this location issue to investigate further. Could you please send us a private message on Facebook? Thanks. For further assistance please contact us here: https://m.me/waze",2021-04-08 19:58:38
gp:AOqpTOEmu-PWp9hN2dQky5tOeIxgq3t1n2L2u45km5Pi143CJwm-ioWpiq6Li4h2ihLZ7y9dWKyqwrl3wySbnQ,Jon Samuel,https://play-lh.googleusercontent.com/a/AATXAJxLsZ9UXzAYVEXN7GjDRBnsNuDbkgMbvgZJo6qM=mo,"Has fundamental flaws that a satnav should never have. Top of the list is that you can't tell it to plan routes based on vehicle restrictions, such as height, width, and weight. It will insist on taking a van through rotherhithe tunnel, which will result in a heavy fine. Further to this, there is no way to add roads or areas you wish to avoid at all times, and no way to easily modify your current route to bypass something.",3,45,4.59.0.4,2020-01-29 12:25:57,,
gp:AOqpTOF88SXCv0XckNPyBCOn8VEt1lumYQLIJeu_Efka4HZEtrvRStNPETBITf2Gr47BOr4vKToQLORFc37xvw,Martin Walter,https://play-lh.googleusercontent.com/a-/AOh14Gj75G8lUaD24UxFN9h_9TI9VqcoEP_f5uG-WrwsYA,"Had Waze since the early days and it used to be good, but in the last month it says there is no network connection, won't let me log in to my account, when I do get logged in, logs me out, takes ages to load traffic. I've even uninstalled and reinstalled it. It is virtually useless!",1,26,4.44.0.5,2018-11-06 17:04:30,,
gp:AOqpTOHe-nzHVVnoKOx4W8vda2VdH-CL7Sb79cmVCJC7X4c-A0UtG7EmRk5b7knGgpZbGjdzcMVHYQrnryP6ng,Donna Caissie,https://play-lh.googleusercontent.com/a-/AOh14GggUDgkOQcu7K29Wc9mFhiHY3TpPuBWCRV8U6QvsQ,"Everytime the app updates, I have to start from scratch, and reauthorize everything from login to carpool information. This is a real hassle when you're on the road, and all you want is directions. Thanks. While you're at it, there's another bug. When I tried to log in to my Waze account, I was presented with a notice that Waze was texting me a security code. Since my phone doesn't text, I chose the option to get a call. Almost 24 hours later, and I'm still waiting for that call.",1,165,4.62.1.0,2020-05-17 18:44:21,"Hey Donna, we’re sorry to hear about your issue. Our team is handling it right now and it should be solved soon. 
For further assistance please contact us here: https://m.me/waze",2020-05-17 10:00:35
gp:AOqpTOHCe2X7ojA2reVzfL-bWlcqrf89pA3enksYm3U2SuGqXHVB-e3L-c4RZ38odL1yZLjbxWqokEwpaIGZdQ,Mike,https://play-lh.googleusercontent.com/a/AATXAJwWuu_0bi8aHtpGU-M_FIAwZ575Xun9betOgchv=mo,Great app. I've only used it in the UK but it does everything that I need from a satnav app. Picks the fastest route avoiding traffic jams but gives you the option to choose other routes. Will reroute to avoid jams whilst you are driving. Shows your current speed and the speed limit. Also shows speed cameras with a warning noise if you are exceeding the speed limit. Very clear maps and voice instructions.,5,76,4.64.1.0,2020-08-11 10:17:20,,
gp:AOqpTOEpJ2Vrqo6ofVXQUOYZrKUea3ziVBb_PdNk_RQbdgc6EK1mLdN1BZVbH0kUi-We3VFSCw-_YLKW9LQe3Q,Tyler Osborne,https://play-lh.googleusercontent.com/a/AATXAJxJQLwhAJ7DZk8C3y6UIvSpizJUlVyTGqtNHgoV=mo,"This app sucks. Tells you you'll arrive and then it takes an extra 15 minutes. I don't know about anybody else but it never reroutes due to traffic and does not account for construction. I have uninstalled and will be going back to using Google maps, very dissatisfied with Waze and will never use again.",1,0,4.26.0.3,2018-09-12 12:35:23,,
gp:AOqpTOGNXVaO_5ocIXjiSDnA-FMMG8EL0iwAnPFxEjE95Hv5L-m0-g5VAahTa2YmA-28bx9JvjBxBaZx2Na6wA,Chris Lee,https://play-lh.googleusercontent.com/a-/AOh14GhgH9QpARwaw7pM6vnqSnPXC2K-Wth9-_ks1JPwlQ,"I loved Waze but this week, oh dear. Randomly I found I was logged out. But no, actually the account was no longer recognised. No problem I thought, I'll register again. Nope, now an endless loop of verification emails: This account no longer exists. Yes Waze team I know, it's because you erased it. So it turns out this is all caused by an update. One in which your software QA team was evidently asleep at the wheel. It works again after another update. Testing? guys? It's Software 101.",3,0,,2020-08-22 02:54:46,,
gp:AOqpTOHsLSMGbFB0ylekxW71X_eF4Rx20ALqkSSaL_9jImlftog5MRYNDdqEq7ocFAvIr9PJPOYHWRyVTpro2A,John Hartman,https://play-lh.googleusercontent.com/a/AATXAJzqJgbojcMmoTkCEQ3xRN_L24f5G47AUKem7GQ-=mo,"Two faulty directions and I'm done with this... Both are known addresses. The first one took me off the road I was on, through a neighborhood in a circle and back out, the same way it sent me in. The second one sent me in an odd direction, but I followed for a minute then stopped to look. It was taking me someplace else. It was crazy. The thing is, there are ten ways to reach either address. I was just looking for the quickest route. Back top Google maps for me...",1,0,,2020-09-28 14:29:29,"Hi John, thanks for contacting us. We'd like to help with this routing issue you're having. To best assist, please follow these steps to report this issue: https://support.google.com/waze/answer/6270994?hl=en For further assistance please contact us here: https://m.me/waze",2020-10-07 14:45:05
gp:AOqpTOGjqbRK9zHJ8MnMXfvXwKlnwGMWxhUzpsBxvdhphmhUdocBJVzT3eiAwNXZpYfLiatVEx2DK6jeGbQfOw,Naftali Mayan,https://play-lh.googleusercontent.com/a/AATXAJzVdh-6Y5BSSQ78Y0fiarQ-CJ_k4bk6NI26n1wl=mo,"Last weekend I lost all trust in this app. So not connected to what was going on the road. If I did follow its directions I would have arrived home an hour later. In the past I noticed that for a minute difference it would take you on a weird journey through complex route. So not efficient! I do not trust it. Always be suspicious of Waze's route. You will find yourself wasting time on roads you never thought relevant to your trip! In my view, Google maps does a better job in route planning.",2,57,4.67.0.4,2020-10-26 12:00:28,"Hi, Naftali! Sorry to hear about your experience but we appreciate the feedback. Please note that routing issues sometimes happen because the system works on real time and average statistics. We suggest that you take the suggested route a few times so that Waze can learn from it. For further assistance please contact us here: https://m.me/waze",2020-09-22 14:39:51
gp:AOqpTOFObPy1yjQl_79clrCRkvt9BYQE7cnZmD4l-0sCjqmWI57t4PGf2YyTmCrW-8ITi_ybX31QR5X-lDuthw,Darren Corder,https://play-lh.googleusercontent.com/a/AATXAJzW9qWP0IpbEfOI7k2NWcEwA1fLRaH67f093WHP=mo,"When it works its flawless, and has helped me out of numerous ""jams"". However, it is increasingly timing out more and more when requesting the initial search and mapping. After trying a dozen times to map out a less than 3 hour drive it gives me the ""uh-oh"". This is forcing me to abandon the app and use the google mapping instead. This is why I give it 3 stars. This is the type of tool that either is 100% or 0% in its function.",3,69,4.55.3.0,2019-10-11 22:42:11,,
gp:AOqpTOGE7E0MV38OIqjDeJXz9ZjwyFAzjKyC7oXyH4NAp9LcqgMPhCq-bhexvs3NATxUWrvJuXsY1PH0f-I3DQ,Jennifer Martinez,https://play-lh.googleusercontent.com/a-/AOh14GiRvEYLrDA9zUY5ZRdi3wPLtW9PvCZyUP_evA9C,"Ever since I installed this app several months ago, I have had nothing but dissappointment. Instead of taking you through the simplest routes, it takes you through a hundred shortcuts that delay you a half hour more. HAPPENS EVERY TIME. Officially done with Waze. It's a shame, because I like that it's user-friendly and it has a simple design, but I just can't trust it.",1,115,4.58.0.1,2019-12-19 11:42:56,,
gp:AOqpTOEKITQU66vVEERXH72ZdEgZHJpZU5OcQPyjETy6Juh7amLl0837WSgPVjoLLCJhdI8gvQQAax90zRwH4A,Kyper Wolf CTTV,https://play-lh.googleusercontent.com/a-/AOh14GhvnCu-WOkD3cHs50cJOBP1NAm_qv1yP1Ma1ADA,"I get lost in a paper bag. This app works well. I've never had it crash on me. The pop ups for accidents, traffic etc. is nice. Only thing that irritates me from time to time, which probably won't bother others, is one minute it tells me to travel for say 2.3 miles and later it will say travel for 4.5 minutes. Thats kinda special. Other than that minor thing...app works well.",5,149,4.52.5.5,2019-07-10 19:05:36,,
gp:AOqpTOEeaYxxzbGBIWayNIxBpwPutivrLlUX2j6YuVKPz8ZjjSQLJnlgdUFWRGHXTQFTMEfMPwRnJSc792QB7g,Keith Hupka,https://play-lh.googleusercontent.com/a/AATXAJyjdo_kl_k058pdk3NYwHZ4h8GWKByAcwzeSW0g=mo,"Would not let me send my wife an ETA even though we were both logged into Waze. Geolocation accuracy is lacking . directions sometimes confusing as it thinks that ypu are facing a direction other than the direction that you actually are facing. On the plus side, store locations are pretty accurate and being able to update driving conditions is helpful to others.",3,0,4.44.0.5,2018-11-09 22:58:55,,
gp:AOqpTOHC8ajLe7NgzPeCkPIp927zWyUtWJ7ua_vmgw2yFPsrz9TjJWyxOcdAuA-zUWmIwDkjSBS3pfekSuGVfg,Todd Uyeda,https://play-lh.googleusercontent.com/a-/AOh14GhVssVNBrsA_FZfKJsomFNqYgCF1GaZvS_z61VdqA,"Waze puts my home on the wrong street. Unlike other map apps, there does not appear to be away to adjust my location pin. I tried a few years back then uninstalled. Tried again today. Still an issue. In my case, the streets aren't connected, so one store over is about 5 minutes difference which affects routing. I googled many people with similar issues.",1,0,,2020-09-24 23:12:51,"Hi Todd, thanks for reaching out. We'd like to help with this map issue for your home. To get this corrected, could you please send us a private message on Facebook with details? Thanks. For further assistance please contact us here: https://m.me/waze",2020-09-30 16:44:12
gp:AOqpTOEhAlxZ8_vGpO9Pvd3D7m8WdocNReGMEoMGpDoluHS3WSKu81j_UotYYsV14tfb1IScugFK7OCFOWwl3g,Dodiboy TV,https://play-lh.googleusercontent.com/a-/AOh14GiSF9Dg2oELZ3CDoX8f4CeMCdPIaAj13wPmjkEJ,"Best app ive ever used in years.. i have only one suggestion,. I would like to see my saved places on favorites on display on the map. Because in my job as delivery, it is very important to know who are our next customers that are saved on favorites. Please do make it happen.. it is very very useful.. thank you so much and i hope you will work on my suggestion sooner or later.",4,0,4.58.0.1,2020-05-16 06:33:18,,
gp:AOqpTOGy20LMm00jehTBd1Cn7M7E8L8UvHuRMUnqNV1f-cGbdxCnR05R215ELVCv3cDqw-AW24qDJj-Ao9wNpQ,Daniel Cochran,https://play-lh.googleusercontent.com/a-/AOh14GgjItqPchDLvh28R6xre61acLdD12dwtpTyjmJB,"there are almost constant ads. there are no easy, obvious voice commands o use while driving and yet half of the appeal is in the crowdsourced features. sometimes it gets map elements very wrong for seemingly no reason. when i tried to submit this as an error, the support request was sent to a team of volunteers who could not help me at all. but usually it gives better routes and real time updates than Google.",2,0,,2018-12-27 16:35:11,,
gp:AOqpTOEPaGO6zQRVKKurv8fk4R3FIb8ku8FOsWaLq0lBcMW_9WHh9HzgbMxomEcJ5FMhMYE9Qka8r9PsmeJjZg,Mathew Carey,https://play-lh.googleusercontent.com/a-/AOh14GgnPG8ua6DqjZFPqYvj0ZWH6CqMub_yfCQfOVBERs8,"I absolutely love both the concept & functionality of this app, and want to be a regular participant. However, there appears to be no basic GPS/Tracking algo/logic. If my phone doesn't have clear line of sight of the sky, the map stays completely idle. I found myself driving with one hand, whilst the other holds my phone outside the car window to make this work. No such problems with Gmaps, or any of my running apps, and I'm afraid a deal breaker. Please fix / improve this. Note9.",3,70,4.49.1.2,2019-03-28 12:36:48,,
gp:AOqpTOGiCRD6z3dwsSMVrYbsgH2ekxdAQG4pt1vRuZrhTpYLF7dDG5CB-Kju91eptEkQTZ9KtlLv1bVY8D1f9A,John Garrett,https://play-lh.googleusercontent.com/a-/AOh14Ggy2-8D8CLkcHgepKDpZ2e8xVrdPljBVMSyhLajEg,"Twice in the past week the app overrode my planned destination to send me to the wrong place. Today it rerouted me so badly it added 30 minutes to my commute. It told me that it was sending me to the wrong destination, but only after I had to turn my focus solely on the phone --- a dangerous thing in traffic. If this is how Google technology works, you should never buy any Google vehicles or traffic technologies.",1,8,4.59.0.4,2020-02-04 13:47:08,,
gp:AOqpTOEkEQOflQcGHiTzm86AcEtzDZfdwMo1Fb2f0A0FCKAci87TqECpFV17C8pNuZTfAqBhJQ4vJ-rbQ3pfow,Benjamin Otto,https://play-lh.googleusercontent.com/a/AATXAJwyg-Z6B7DmUut1dNWZ4AchHrfZXukNNcHqjYbX=mo,"I tried... As far as giving directions, it's great. But adding to the route, trying to find app options, searching for a place on the map instead of the list was all difficult. When Google maps is already standard on my phone, I see no reason to have this. GMaps is far easier to use in every one of those areas and has much more features. It even has reviews for the places your visiting. This app is just too difficult to use when it's redundant anyway.",2,61,4.57.2.0,2019-12-13 17:57:10,,
gp:AOqpTOFggdDaRrHHWHIKkAZl0WHaOnyS4ogSZ5Jfbp7b-mtri9-qhDS-ih3r4KDFZOWfrjdNKA2Ixz3RgkdBAg,Poison H,https://play-lh.googleusercontent.com/a-/AOh14Gj5bAnd-i8HvoyHN1a-yV1864bAmqWR3w3fLFDt,"For the most part I use Waze when I'm traveling. However, I'm not sure how up to date the roads are because because it doesn't always give the shortest routes. It takes me around the world first. Also the planned trips feature doesn't always update, I have to turn the setting off then turn it back on to update my trips. Also wish it gave alternate routes during traffic jams like Google maps does.",3,72,4.64.1.0,2020-08-12 14:43:13,,
gp:AOqpTOEWwhmZ235SQhORI_Wh5-R2csL0MEXiLj9AAzEFJrae3BI5EIP3A3W1VQrZh8lH_ChGBhqxxpAqoqg4Hw,Stephane Guay,https://play-lh.googleusercontent.com/a/AATXAJxUZ9MESCzOIGc1R_hrjxqXknqZhtC0hDDT-QIh=mo,"I hope the customer experience team, if it exists, reads these comments. Like many others, I use to love this app. Unfortunately, for the past few months, the app keeps having a hard time locating me and cycles forever on ""finding route"", while Google map works great. Same issue with Android Auto. 3 months ago I would have given you 5stars...",1,107,4.57.1.0,2019-11-30 08:06:27,,
gp:AOqpTOE_zmuo5ohWEGdzXTcv4zfuLAprzZ0qwQLNNXgcEoLIXY5k0cRvTD_R3Z33KxkWu83my8ZElDwqHH8_-w,Michael Duchac,https://play-lh.googleusercontent.com/a-/AOh14Gi8rZH3bB3L3ynT2O-QwFo0HwrF2EJ4NxJaW3xpUg,"I really like this app. I know there are limitations to a free app, but with that said Google maps is also free. this app really gives Google a run for the money!! the fact that it works seamlessly with my Ford Sync is a huge bonus. the fact that is ALSO works with Pandora at the same time is even more awesome. If there was one thing I wish that could happen it would be that street names were part of the instructions, or even just a tiny bit more notice when to turn.",5,1082,4.49.1.2,2019-03-26 23:35:35,,
gp:AOqpTOGjMBLrTeT891anzxl_6BokUbEqmGA9QkB_nr7-tlWaMipqZtSAx95cXnRXi_0p7exWa062nFFWUSyeDg,Richard Teegardin,https://play-lh.googleusercontent.com/a/AATXAJxMGVPkAv-kvwkS5OuFNOJrcFF4NDtlULKqqMZK=mo,I've used this app for the past few weeks. I drive long distances in order to get from home to work using major highways. Today the app decided that in the middle of my drive that it would keep telling me that there were no routes available to my job but I could set the destination to a city closer to me and it would pop up our route within seconds. Fix this now.,1,4,4.58.0.1,2020-01-12 23:13:32,,
gp:AOqpTOE0QFqC-fAPJNZp8QsG1Cb0o2_K5iyRt6v_MrIcVoc1agsVVn-wcvwakzkS0A2YK-pJZ7WVBlxWloqyIg,John Archambeau,https://play-lh.googleusercontent.com/a/AATXAJzQe5PwGXrv-RCTJVRd3oAgFgFiUv61mlxgd3J6=mo,"Put the routing feature of routing by shortest distance back in. This use to be a user selected preference. Until then, I want to downgrade Waze to the last version that had this user selectable option. Some of us need this option to save wear and tear on our vehicles or so we don't go over the allotted mileage for a vehicle lease. --- Update; Waze support is giving me the run around on downgrading to a feature I require. I'm thinking about taking this to Twitter and we can let social media decide.",1,0,4.62.1.0,2020-11-16 22:39:58,,
gp:AOqpTOGHZwxhhLqN04stCCTYMfB75g4_EUx5Nndw8hjnA1_5LAH9nMN6aQGsIQVZfa09xoVBOUUJ1e6XSQYY5g,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Functional app works good, detects broken down cars on the side of the road always as cops. Better safe than sorry but they are busy if making a stop. and the turn indication seems off making me pass my turns sometimes. and 1 address i drove to it was several houses off, but close enough that i found what i was looking for. It is better than google maps✔ for sure, much more easy to just get on and going down the road. thanks!",4,8,4.47.0.3,2019-01-16 14:56:04,,
gp:AOqpTOH0S2lMr0dsujYqQP2YzN54AKQgmVGZZShPpz3jBerKarIguVap8Bm_o9cf2vmNzfcFhYV_6O_2bbbOEw,Cathy Williams,https://play-lh.googleusercontent.com/a/AATXAJxVgAq5sUssrbUwc5XwKUCE8qpPyd3C63FK9Tgk=mo,"Wave always gets me where I need to go, and reroutes are a time saver. Love that it tells me current speed limit along with speed I'm going.",5,1,4.72.0.0,2021-04-01 10:50:27,,
gp:AOqpTOGPAK7Gt-X5j_et4cipwLP2diO-nMVnx7sJbkf-OYNJIH_oaR0XKh1vtpBj9dIIqAEvURBQ1kWCTvg8zw,Alan Lucas,https://play-lh.googleusercontent.com/a-/AOh14GjheIbWfhHzy081aJ_rlv-KFW36mbeLkHRuyql4mA,"Update. Latest version of Android Auto allows easy selection of waze or goggle Maps on the cars infotainment system. once you've selected waze in Android auto you can't return to using Google maps unless you delete waze, crazy, someone I use one sometimes the other. Also impossible to place my work location in the right place, in the right road but I can't move the marker. Google maps for me.",4,3,4.53.5.0,2019-08-21 05:52:13,,
